index,booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status,datetime,season
206,INN00207,2,0,1,3,Meal Plan 1,False,Room_Type 1,111,Online,False,0,0,101.58,1,2018-05-02,Not_Canceled,2018-05-02,high
207,INN00208,2,0,2,3,Meal Plan 1,False,Room_Type 1,34,Offline,False,0,0,85.0,0,2018-08-21,Not_Canceled,2018-08-21,low
208,INN00209,2,0,2,4,Meal Plan 1,False,Room_Type 1,17,Online,False,0,0,98.39,0,2018-12-03,Not_Canceled,2018-12-03,high
211,INN00212,2,0,1,1,Meal Plan 1,False,Room_Type 1,32,Offline,False,0,0,105.0,1,2018-07-18,Not_Canceled,2018-07-18,high
213,INN00214,3,0,2,1,Meal Plan 1,False,Room_Type 1,195,Online,False,0,0,106.03,1,2018-08-13,Canceled,2018-08-13,low
214,INN00215,2,0,2,2,Meal Plan 1,False,Room_Type 1,119,Online,False,0,0,114.3,1,2018-08-13,Not_Canceled,2018-08-13,high
215,INN00216,1,0,1,1,Not Selected,False,Room_Type 1,13,Online,False,0,0,88.0,0,2018-12-05,Not_Canceled,2018-12-05,high
216,INN00217,2,0,0,2,Meal Plan 1,False,Room_Type 1,59,Online,False,0,0,89.25,2,2017-10-15,Not_Canceled,2017-10-15,high
217,INN00218,2,1,2,5,Meal Plan 1,False,Room_Type 4,78,Online,False,0,0,86.32,1,2018-03-20,Not_Canceled,2018-03-20,high
219,INN00220,2,0,2,5,Meal Plan 1,False,Room_Type 1,103,Online,False,0,0,55.96,0,2017-08-22,Not_Canceled,2017-08-22,high
220,INN00221,1,0,0,2,Not Selected,False,Room_Type 1,0,Online,False,0,0,109.0,1,2018-06-08,Not_Canceled,2018-06-08,high
221,INN00222,2,0,0,1,Meal Plan 1,False,Room_Type 1,118,Offline,False,0,0,86.0,0,2018-03-01,Not_Canceled,2018-03-01,high
223,INN00224,2,0,0,2,Meal Plan 1,False,Room_Type 1,107,Offline,False,0,0,130.0,1,2018-06-10,Not_Canceled,2018-06-10,low
224,INN00225,2,0,1,3,Not Selected,False,Room_Type 1,70,Online,False,0,0,90.56,1,2018-04-14,Not_Canceled,2018-04-14,high
225,INN00226,2,0,0,2,Meal Plan 1,False,Room_Type 1,76,Online,False,0,0,87.3,1,2018-04-01,Not_Canceled,2018-04-01,high
226,INN00227,2,2,2,2,Meal Plan 1,False,Room_Type 6,144,Online,False,0,0,177.65,1,2018-05-27,Canceled,2018-05-27,low
227,INN00228,1,2,2,2,Meal Plan 1,False,Room_Type 6,4,Online,False,0,0,200.75,2,2017-09-19,Not_Canceled,2017-09-19,low
228,INN00229,2,1,0,2,Meal Plan 1,False,Room_Type 1,15,Online,False,0,0,127.0,1,2018-03-18,Not_Canceled,2018-03-18,low
229,INN00230,1,0,1,2,Meal Plan 1,False,Room_Type 1,32,Online,False,0,0,72.9,0,2018-02-05,Canceled,2018-02-05,low
230,INN00231,3,0,1,1,Meal Plan 1,False,Room_Type 4,49,Online,False,0,0,159.3,0,2018-05-07,Canceled,2018-05-07,high
231,INN00232,2,1,1,3,Meal Plan 1,False,Room_Type 1,77,Online,False,0,0,135.15,1,2018-05-12,Not_Canceled,2018-05-12,high
232,INN00233,1,0,0,2,Meal Plan 1,False,Room_Type 1,22,Offline,False,0,0,90.0,0,2018-10-28,Not_Canceled,2018-10-28,low
233,INN00234,2,0,1,0,Not Selected,False,Room_Type 1,0,Online,False,0,0,114.0,0,2017-10-18,Not_Canceled,2017-10-18,low
234,INN00235,2,1,0,1,Meal Plan 1,True,Room_Type 1,58,Online,False,0,0,125.1,1,2018-06-21,Not_Canceled,2018-06-21,high
235,INN00236,2,0,2,6,Not Selected,False,Room_Type 1,4,Online,False,0,0,95.13,1,2017-08-14,Not_Canceled,2017-08-14,high
236,INN00237,2,0,0,2,Meal Plan 1,False,Room_Type 5,117,Online,False,0,0,105.84,0,2018-04-29,Canceled,2018-04-29,high
237,INN00238,2,0,1,3,Meal Plan 1,False,Room_Type 1,36,Online,False,0,0,102.0,0,2018-12-26,Canceled,2018-12-26,low
238,INN00239,2,0,2,2,Not Selected,False,Room_Type 1,35,Online,False,0,0,74.8,2,2018-12-02,Not_Canceled,2018-12-02,low
239,INN00240,2,0,1,0,Not Selected,False,Room_Type 1,31,Online,False,0,0,94.5,0,2018-04-24,Canceled,2018-04-24,low
240,INN00241,2,0,2,4,Not Selected,False,Room_Type 1,79,Online,False,0,0,120.6,0,2018-06-16,Not_Canceled,2018-06-16,low
241,INN00242,2,0,1,2,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,139.33,0,2017-10-09,Not_Canceled,2017-10-09,low
243,INN00244,2,0,0,2,Not Selected,False,Room_Type 1,12,Corporate,False,0,0,100.0,1,2018-09-14,Not_Canceled,2018-09-14,low
244,INN00245,2,0,1,0,Meal Plan 1,False,Room_Type 1,33,Online,False,0,0,80.3,1,2018-02-08,Not_Canceled,2018-02-08,low
245,INN00246,1,0,0,2,Meal Plan 1,False,Room_Type 1,164,Offline,False,0,0,100.0,0,2017-10-02,Not_Canceled,2017-10-02,low
246,INN00247,2,0,0,3,Meal Plan 1,True,Room_Type 1,78,Online,False,0,0,105.3,1,2018-03-24,Not_Canceled,2018-03-24,high
247,INN00248,2,0,0,4,Meal Plan 1,False,Room_Type 4,18,Online,False,0,0,112.8,0,2018-05-31,Canceled,2018-05-31,high
248,INN00249,2,0,1,2,Meal Plan 1,False,Room_Type 1,21,Online,False,0,0,151.0,0,2018-08-15,Canceled,2018-08-15,low
249,INN00250,1,0,1,3,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,91.0,1,2017-11-09,Not_Canceled,2017-11-09,low
250,INN00251,3,0,2,1,Meal Plan 1,False,Room_Type 4,152,Online,False,0,0,146.7,1,2018-08-13,Canceled,2018-08-13,low
251,INN00252,2,0,2,3,Meal Plan 1,False,Room_Type 1,43,Offline,False,0,0,58.4,0,2017-10-02,Not_Canceled,2017-10-02,low
252,INN00253,2,0,0,4,Not Selected,False,Room_Type 1,177,Online,False,0,0,80.75,1,2018-07-26,Canceled,2018-07-26,low
253,INN00254,2,0,1,1,Not Selected,False,Room_Type 1,47,Offline,False,0,0,76.5,0,2018-05-21,Not_Canceled,2018-05-21,high
255,INN00256,2,0,2,4,Not Selected,False,Room_Type 1,60,Online,False,0,0,76.0,1,2017-11-15,Not_Canceled,2017-11-15,low
256,INN00257,2,0,0,1,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,200.0,0,2017-09-16,Not_Canceled,2017-09-16,low
257,INN00258,2,0,0,2,Meal Plan 2,False,Room_Type 1,102,Online,False,0,0,101.5,0,2017-10-16,Canceled,2017-10-16,low
258,INN00259,2,0,0,3,Not Selected,False,Room_Type 1,71,Online,False,0,0,108.0,1,2018-10-18,Not_Canceled,2018-10-18,high
259,INN00260,3,0,2,3,Meal Plan 2,False,Room_Type 4,111,Online,False,0,0,189.0,1,2018-07-23,Not_Canceled,2018-07-23,low
260,INN00261,3,0,1,1,Meal Plan 1,False,Room_Type 4,1,Online,False,0,0,166.0,3,2018-06-11,Not_Canceled,2018-06-11,high
261,INN00262,2,0,1,1,Not Selected,False,Room_Type 1,4,Online,False,0,0,67.5,0,2018-01-16,Not_Canceled,2018-01-16,low
262,INN00263,2,0,1,3,Meal Plan 1,False,Room_Type 4,25,Online,False,0,0,78.54,1,2017-09-14,Not_Canceled,2017-09-14,low
263,INN00264,1,0,2,2,Meal Plan 1,False,Room_Type 1,209,Online,False,0,0,152.1,1,2018-11-06,Canceled,2018-11-06,high
264,INN00265,1,0,2,1,Meal Plan 1,False,Room_Type 1,93,Online,False,0,0,115.0,0,2018-10-15,Canceled,2018-10-15,low
266,INN00267,1,0,0,2,Meal Plan 1,False,Room_Type 1,1,Complementary,True,0,1,0.0,1,2017-08-12,Not_Canceled,2017-08-12,high
267,INN00268,1,0,2,1,Meal Plan 1,False,Room_Type 1,4,Complementary,False,0,0,0.0,1,2017-08-23,Not_Canceled,2017-08-23,high
269,INN00270,2,0,0,2,Meal Plan 1,False,Room_Type 1,122,Offline,False,0,0,85.0,0,2018-04-15,Not_Canceled,2018-04-15,high
270,INN00271,1,0,0,1,Meal Plan 1,False,Room_Type 1,16,Corporate,False,0,0,75.0,0,2018-03-11,Not_Canceled,2018-03-11,low
271,INN00272,2,0,2,4,Meal Plan 1,False,Room_Type 1,28,Online,False,0,0,115.37,1,2018-08-28,Canceled,2018-08-28,low
272,INN00273,2,0,1,2,Meal Plan 2,False,Room_Type 1,161,Online,False,0,0,130.0,0,2018-03-25,Canceled,2018-03-25,low
273,INN00274,3,0,0,2,Meal Plan 1,False,Room_Type 4,57,Online,False,0,0,126.0,2,2018-12-09,Not_Canceled,2018-12-09,low
274,INN00275,2,0,1,0,Meal Plan 1,False,Room_Type 1,19,Online,False,0,0,94.35,1,2018-06-12,Not_Canceled,2018-06-12,high
275,INN00276,3,0,2,4,Meal Plan 1,False,Room_Type 4,109,Online,False,0,0,118.46,4,2018-07-06,Not_Canceled,2018-07-06,low
276,INN00277,1,0,0,2,Meal Plan 2,False,Room_Type 1,239,Online,False,0,0,90.6,0,2018-06-15,Canceled,2018-06-15,low
277,INN00278,1,0,2,1,Meal Plan 1,False,Room_Type 1,33,Online,False,0,0,82.9,2,2018-03-05,Not_Canceled,2018-03-05,low
278,INN00279,2,0,0,3,Meal Plan 1,False,Room_Type 1,11,Online,False,0,0,95.33,1,2017-08-18,Not_Canceled,2017-08-18,high
279,INN00280,3,0,2,5,Meal Plan 1,False,Room_Type 4,40,Online,False,0,0,135.64,1,2018-04-21,Not_Canceled,2018-04-21,low
280,INN00281,3,0,1,1,Meal Plan 1,False,Room_Type 4,45,Offline,False,0,0,122.4,0,2018-06-18,Not_Canceled,2018-06-18,high
281,INN00282,2,0,1,3,Not Selected,False,Room_Type 1,41,Online,False,0,0,116.1,0,2018-05-09,Canceled,2018-05-09,high
282,INN00283,2,0,0,4,Not Selected,False,Room_Type 1,167,Online,False,0,0,62.18,0,2018-06-28,Canceled,2018-06-28,high
283,INN00284,2,0,0,4,Not Selected,False,Room_Type 1,62,Online,False,0,0,63.75,0,2018-03-09,Canceled,2018-03-09,low
285,INN00286,2,0,0,2,Not Selected,True,Room_Type 1,1,Online,False,0,0,167.0,0,2018-08-10,Not_Canceled,2018-08-10,high
286,INN00287,2,2,2,2,Meal Plan 1,False,Room_Type 6,84,Online,False,0,0,187.85,1,2018-05-13,Not_Canceled,2018-05-13,high
287,INN00288,0,2,2,2,Meal Plan 1,False,Room_Type 1,68,Online,False,0,0,108.38,1,2018-04-24,Canceled,2018-04-24,high
289,INN00290,3,0,1,2,Meal Plan 1,False,Room_Type 1,245,Online,False,0,0,128.7,0,2018-10-28,Canceled,2018-10-28,high
290,INN00291,2,0,1,3,Meal Plan 1,False,Room_Type 1,80,Online,False,0,0,80.33,1,2018-03-17,Not_Canceled,2018-03-17,high
291,INN00292,2,0,1,1,Meal Plan 1,False,Room_Type 1,7,Online,False,0,0,140.0,1,2018-08-22,Canceled,2018-08-22,high
292,INN00293,2,1,1,1,Meal Plan 1,False,Room_Type 1,128,Online,False,0,0,76.5,2,2017-08-08,Not_Canceled,2017-08-08,high
293,INN00294,2,0,2,1,Meal Plan 1,False,Room_Type 1,100,Online,False,0,0,105.3,1,2018-05-01,Not_Canceled,2018-05-01,high
294,INN00295,2,0,2,1,Meal Plan 1,False,Room_Type 1,118,Online,False,0,0,87.3,1,2018-04-03,Canceled,2018-04-03,high
295,INN00296,1,0,0,3,Meal Plan 1,False,Room_Type 1,166,Online,False,0,0,110.0,0,2018-11-01,Canceled,2018-11-01,low
297,INN00298,2,0,2,2,Meal Plan 1,False,Room_Type 1,174,Online,False,0,0,99.45,1,2018-08-13,Not_Canceled,2018-08-13,low
298,INN00299,2,1,2,1,Meal Plan 2,False,Room_Type 1,27,Offline,False,0,0,104.5,3,2017-12-27,Not_Canceled,2017-12-27,low
299,INN00300,2,0,2,6,Meal Plan 1,False,Room_Type 1,2,Online,False,0,0,92.54,2,2018-11-16,Not_Canceled,2018-11-16,low
300,INN00301,1,0,0,3,Meal Plan 1,False,Room_Type 1,37,Offline,False,0,0,95.0,0,2018-10-13,Not_Canceled,2018-10-13,low
301,INN00302,1,0,0,2,Meal Plan 1,False,Room_Type 1,188,Online,False,0,0,130.0,0,2018-06-15,Canceled,2018-06-15,high
302,INN00303,2,0,2,1,Meal Plan 1,False,Room_Type 1,68,Offline,True,1,0,63.0,1,2018-01-02,Not_Canceled,2018-01-02,low
303,INN00304,2,0,1,2,Meal Plan 1,False,Room_Type 4,189,Online,False,0,0,109.8,0,2018-10-28,Canceled,2018-10-28,low
304,INN00305,2,0,1,0,Meal Plan 1,False,Room_Type 1,10,Online,False,0,0,103.0,0,2018-05-16,Not_Canceled,2018-05-16,low
305,INN00306,3,0,2,1,Meal Plan 1,False,Room_Type 4,19,Online,False,0,0,130.0,1,2018-02-20,Not_Canceled,2018-02-20,low
306,INN00307,2,0,0,2,Meal Plan 1,False,Room_Type 1,61,Online,False,0,0,117.0,0,2018-03-23,Canceled,2018-03-23,low
307,INN00308,2,0,0,4,Meal Plan 1,False,Room_Type 4,95,Offline,False,0,0,60.5,0,2017-12-29,Not_Canceled,2017-12-29,low
309,INN00310,2,0,1,3,Meal Plan 1,False,Room_Type 1,37,Online,False,0,0,135.9,0,2018-08-01,Canceled,2018-08-01,low
310,INN00311,2,0,1,0,Meal Plan 1,False,Room_Type 1,19,Online,False,0,0,151.0,1,2018-07-25,Canceled,2018-07-25,high
311,INN00312,2,2,0,2,Meal Plan 1,False,Room_Type 6,22,Online,False,0,0,239.0,2,2018-09-16,Not_Canceled,2018-09-16,low
312,INN00313,2,0,2,1,Meal Plan 1,False,Room_Type 1,22,Online,False,0,0,59.09,0,2017-12-26,Not_Canceled,2017-12-26,low
313,INN00314,2,0,2,5,Meal Plan 1,False,Room_Type 1,151,Online,False,0,0,103.09,0,2018-07-09,Canceled,2018-07-09,high
314,INN00315,2,0,2,1,Meal Plan 1,False,Room_Type 1,26,Offline,False,0,0,87.0,0,2018-02-28,Not_Canceled,2018-02-28,low
315,INN00316,3,0,1,0,Meal Plan 1,False,Room_Type 4,27,Online,False,0,0,137.0,0,2018-04-17,Canceled,2018-04-17,low
316,INN00317,2,0,0,2,Meal Plan 2,False,Room_Type 1,79,Offline,False,0,0,109.0,0,2018-06-24,Not_Canceled,2018-06-24,low
317,INN00318,2,0,1,1,Meal Plan 2,False,Room_Type 1,247,Online,False,0,0,115.0,1,2018-06-06,Canceled,2018-06-06,low
318,INN00319,2,0,2,3,Meal Plan 1,False,Room_Type 4,189,Online,False,0,0,99.45,1,2018-07-17,Not_Canceled,2018-07-17,low
320,INN00321,3,0,1,2,Meal Plan 1,False,Room_Type 4,27,Online,False,0,0,130.0,2,2018-02-22,Not_Canceled,2018-02-22,low
321,INN00322,1,0,1,0,Meal Plan 1,False,Room_Type 1,51,Corporate,True,0,3,65.0,0,2018-05-22,Not_Canceled,2018-05-22,high
322,INN00323,2,0,0,2,Meal Plan 1,False,Room_Type 1,245,Online,False,0,0,75.0,0,2018-06-17,Canceled,2018-06-17,low
323,INN00324,2,1,1,2,Meal Plan 1,False,Room_Type 1,52,Online,False,0,0,132.9,0,2018-07-08,Canceled,2018-07-08,high
324,INN00325,1,0,2,0,Meal Plan 1,False,Room_Type 1,13,Online,False,0,0,120.0,0,2017-10-18,Not_Canceled,2017-10-18,low
325,INN00326,2,0,0,2,Not Selected,False,Room_Type 1,46,Online,False,0,0,79.2,1,2018-11-11,Canceled,2018-11-11,high
326,INN00327,3,0,2,1,Meal Plan 1,False,Room_Type 4,84,Online,False,0,0,159.3,0,2018-08-28,Canceled,2018-08-28,low
327,INN00328,1,0,0,2,Meal Plan 1,False,Room_Type 1,188,Online,False,0,0,130.0,0,2018-06-15,Canceled,2018-06-15,high
328,INN00329,2,0,0,3,Meal Plan 1,False,Room_Type 1,19,Offline,True,1,0,90.0,0,2017-10-06,Not_Canceled,2017-10-06,low
329,INN00330,2,0,0,2,Meal Plan 1,False,Room_Type 4,67,Online,False,0,0,140.4,1,2018-05-27,Not_Canceled,2018-05-27,high
330,INN00331,2,0,0,1,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,75.0,0,2017-08-11,Not_Canceled,2017-08-11,high
331,INN00332,2,0,0,2,Meal Plan 2,False,Room_Type 1,273,Online,False,0,0,109.0,0,2017-07-17,Canceled,2017-07-17,low
332,INN00333,2,0,2,1,Meal Plan 2,False,Room_Type 1,110,Online,False,0,0,94.5,0,2017-07-25,Canceled,2017-07-25,low
333,INN00334,1,0,0,1,Meal Plan 1,False,Room_Type 1,0,Corporate,True,0,1,75.0,0,2017-12-15,Not_Canceled,2017-12-15,high
334,INN00335,2,0,1,2,Meal Plan 1,False,Room_Type 4,32,Offline,False,0,0,75.0,1,2017-10-23,Not_Canceled,2017-10-23,low
335,INN00336,2,0,2,1,Meal Plan 1,False,Room_Type 1,282,Offline,False,0,0,76.67,0,2017-10-10,Not_Canceled,2017-10-10,high
336,INN00337,2,0,2,2,Meal Plan 1,False,Room_Type 1,38,Online,False,0,0,126.0,0,2018-10-02,Not_Canceled,2018-10-02,low
337,INN00338,2,0,1,1,Not Selected,False,Room_Type 1,175,Online,False,0,0,85.5,1,2018-07-23,Not_Canceled,2018-07-23,low
338,INN00339,2,0,0,3,Meal Plan 1,False,Room_Type 4,143,Online,False,0,0,140.7,0,2018-08-18,Canceled,2018-08-18,low
339,INN00340,2,0,2,2,Meal Plan 1,False,Room_Type 4,127,Online,False,0,0,103.7,1,2018-06-26,Not_Canceled,2018-06-26,low
341,INN00342,2,1,2,5,Meal Plan 1,False,Room_Type 1,95,Online,False,0,0,103.7,3,2018-12-21,Not_Canceled,2018-12-21,low
342,INN00343,1,0,1,2,Meal Plan 1,False,Room_Type 1,118,Offline,False,0,0,110.0,0,2018-06-06,Not_Canceled,2018-06-06,low
343,INN00344,2,0,0,3,Meal Plan 1,False,Room_Type 1,45,Offline,False,0,0,75.0,0,2018-11-10,Not_Canceled,2018-11-10,high
344,INN00345,3,0,1,1,Meal Plan 1,False,Room_Type 4,69,Online,False,0,0,137.7,0,2018-07-25,Not_Canceled,2018-07-25,low
346,INN00347,1,0,0,2,Meal Plan 1,False,Room_Type 1,5,Complementary,True,0,4,0.0,4,2018-08-24,Not_Canceled,2018-08-24,high
347,INN00348,2,0,0,2,Meal Plan 2,False,Room_Type 1,39,Offline,False,0,0,101.5,0,2017-08-14,Not_Canceled,2017-08-14,low
348,INN00349,2,0,0,1,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,97.0,1,2018-02-24,Not_Canceled,2018-02-24,low
349,INN00350,3,0,1,1,Meal Plan 1,False,Room_Type 4,89,Online,False,0,0,150.3,1,2018-08-15,Not_Canceled,2018-08-15,low
350,INN00351,2,0,0,4,Meal Plan 1,False,Room_Type 1,85,Online,False,0,0,82.45,0,2018-03-29,Not_Canceled,2018-03-29,high
351,INN00352,1,0,0,1,Meal Plan 1,True,Room_Type 4,4,Corporate,True,0,3,103.0,1,2018-07-01,Not_Canceled,2018-07-01,high
352,INN00353,1,0,2,6,Meal Plan 1,False,Room_Type 1,11,Online,False,0,0,145.0,0,2018-07-05,Canceled,2018-07-05,high
353,INN00354,1,0,1,1,Meal Plan 1,False,Room_Type 1,12,Online,False,0,0,145.0,1,2018-07-11,Not_Canceled,2018-07-11,high
354,INN00355,2,0,2,2,Meal Plan 1,False,Room_Type 4,77,Online,False,0,0,134.85,1,2018-05-14,Not_Canceled,2018-05-14,high
355,INN00356,2,1,1,1,Meal Plan 1,False,Room_Type 6,14,Online,False,0,0,168.25,1,2018-10-22,Not_Canceled,2018-10-22,low
356,INN00357,1,0,2,1,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,60.0,0,2018-02-28,Canceled,2018-02-28,low
357,INN00358,2,0,1,3,Meal Plan 1,False,Room_Type 1,133,Offline,False,0,0,76.0,0,2018-06-13,Not_Canceled,2018-06-13,low
358,INN00359,2,0,1,2,Meal Plan 1,False,Room_Type 1,3,Offline,False,0,0,63.5,1,2017-08-10,Not_Canceled,2017-08-10,high
359,INN00360,2,0,2,0,Meal Plan 1,False,Room_Type 1,19,Offline,False,0,0,95.0,0,2018-09-18,Not_Canceled,2018-09-18,low
361,INN00362,2,0,0,2,Meal Plan 1,False,Room_Type 1,23,Online,False,0,0,98.4,2,2017-10-16,Not_Canceled,2017-10-16,low
363,INN00364,2,0,0,2,Meal Plan 1,False,Room_Type 4,1,Online,False,0,0,130.0,1,2018-11-16,Not_Canceled,2018-11-16,low
364,INN00365,2,0,0,1,Meal Plan 1,False,Room_Type 4,66,Online,False,0,0,81.9,2,2017-11-19,Not_Canceled,2017-11-19,low
365,INN00366,3,0,1,4,Meal Plan 1,False,Room_Type 1,50,Online,False,0,0,78.85,1,2018-02-22,Not_Canceled,2018-02-22,low
366,INN00367,2,0,2,3,Meal Plan 2,False,Room_Type 1,87,Online,False,0,0,141.3,0,2018-06-26,Canceled,2018-06-26,low
367,INN00368,2,0,1,1,Meal Plan 1,False,Room_Type 1,159,Offline,False,0,0,70.0,1,2018-04-09,Not_Canceled,2018-04-09,low
368,INN00369,2,0,2,3,Meal Plan 2,False,Room_Type 1,39,Online,False,0,0,170.1,2,2018-08-13,Not_Canceled,2018-08-13,low
370,INN00371,2,2,0,5,Meal Plan 1,False,Room_Type 6,22,Online,False,0,0,199.0,0,2017-12-29,Not_Canceled,2017-12-29,low
371,INN00372,2,0,2,2,Meal Plan 1,False,Room_Type 4,102,Offline,False,0,0,82.45,0,2018-07-10,Not_Canceled,2018-07-10,low
372,INN00373,4,0,0,3,Meal Plan 1,False,Room_Type 7,86,Online,False,0,0,192.86,1,2018-10-20,Not_Canceled,2018-10-20,low
374,INN00375,2,0,2,6,Meal Plan 1,False,Room_Type 1,36,Online,False,0,0,68.07,1,2018-12-10,Not_Canceled,2018-12-10,low
375,INN00376,2,0,0,3,Meal Plan 1,False,Room_Type 1,50,Online,False,0,0,118.8,1,2018-10-04,Not_Canceled,2018-10-04,low
376,INN00377,2,0,0,2,Meal Plan 1,False,Room_Type 4,115,Online,False,0,0,104.4,0,2018-10-27,Canceled,2018-10-27,low
377,INN00378,1,0,0,1,Meal Plan 1,False,Room_Type 1,0,Corporate,True,0,12,65.0,0,2018-03-23,Not_Canceled,2018-03-23,low
378,INN00379,2,0,1,3,Not Selected,False,Room_Type 1,35,Online,False,0,0,71.1,0,2018-03-03,Canceled,2018-03-03,low
379,INN00380,2,0,2,1,Meal Plan 1,False,Room_Type 1,17,Offline,False,0,0,95.0,0,2018-05-21,Not_Canceled,2018-05-21,high
380,INN00381,2,0,4,11,Meal Plan 1,False,Room_Type 4,237,Online,False,0,0,116.62,1,2018-09-13,Canceled,2018-09-13,low
382,INN00383,2,2,2,2,Meal Plan 1,False,Room_Type 6,32,Online,False,0,0,147.9,0,2018-12-02,Canceled,2018-12-02,low
383,INN00384,2,0,2,0,Not Selected,False,Room_Type 1,5,Offline,False,0,0,123.7,0,2018-09-18,Not_Canceled,2018-09-18,low
384,INN00385,2,0,2,1,Meal Plan 1,False,Room_Type 1,91,Online,False,0,0,135.9,0,2018-06-19,Canceled,2018-06-19,low
385,INN00386,2,0,0,2,Meal Plan 2,False,Room_Type 1,102,Offline,False,0,0,109.0,0,2017-10-16,Not_Canceled,2017-10-16,low
386,INN00387,3,0,2,1,Meal Plan 1,False,Room_Type 4,9,Online,False,0,0,186.0,1,2018-03-20,Not_Canceled,2018-03-20,low
387,INN00388,3,0,1,3,Meal Plan 1,False,Room_Type 4,155,Online,False,0,0,115.6,1,2018-12-26,Canceled,2018-12-26,low
388,INN00389,2,2,0,1,Meal Plan 1,False,Room_Type 6,0,Online,False,0,0,221.0,0,2018-05-14,Canceled,2018-05-14,low
389,INN00390,1,0,0,3,Meal Plan 1,False,Room_Type 1,11,Corporate,False,0,0,65.0,0,2017-09-15,Not_Canceled,2017-09-15,low
390,INN00391,1,0,0,1,Meal Plan 1,False,Room_Type 1,0,Corporate,False,0,0,80.0,0,2018-02-19,Not_Canceled,2018-02-19,low
391,INN00392,2,1,1,4,Meal Plan 1,False,Room_Type 1,86,Offline,False,0,0,73.83,0,2018-03-23,Not_Canceled,2018-03-23,high
392,INN00393,1,0,0,1,Meal Plan 1,True,Room_Type 1,18,Corporate,True,3,19,67.0,0,2018-10-18,Not_Canceled,2018-10-18,low
393,INN00394,2,0,0,2,Meal Plan 1,False,Room_Type 1,58,Online,False,0,0,80.3,1,2018-03-04,Not_Canceled,2018-03-04,low
394,INN00395,2,0,2,1,Not Selected,False,Room_Type 1,54,Offline,False,0,0,85.0,0,2018-04-30,Not_Canceled,2018-04-30,high
395,INN00396,2,1,2,3,Meal Plan 1,False,Room_Type 1,25,Online,False,0,0,152.1,1,2018-07-23,Canceled,2018-07-23,high
398,INN00399,2,0,1,2,Meal Plan 1,False,Room_Type 1,273,Online,False,0,0,95.0,0,2018-05-13,Canceled,2018-05-13,low
399,INN00400,2,0,0,1,Not Selected,False,Room_Type 1,29,Online,False,0,0,79.0,0,2018-03-18,Not_Canceled,2018-03-18,low
400,INN00401,2,0,0,1,Meal Plan 1,False,Room_Type 1,221,Online,False,0,0,80.0,0,2018-08-12,Canceled,2018-08-12,low
401,INN00402,2,0,2,2,Meal Plan 1,False,Room_Type 1,213,Online,False,0,0,102.85,2,2018-10-01,Canceled,2018-10-01,low
403,INN00404,2,0,1,2,Meal Plan 1,False,Room_Type 2,81,Online,False,0,0,62.37,2,2018-01-29,Not_Canceled,2018-01-29,low
404,INN00405,2,0,0,1,Not Selected,False,Room_Type 1,23,Online,False,0,0,98.0,0,2018-04-08,Not_Canceled,2018-04-08,low
405,INN00406,2,0,0,3,Meal Plan 1,False,Room_Type 1,26,Online,False,0,0,117.67,1,2017-09-17,Canceled,2017-09-17,low
406,INN00407,2,0,2,1,Meal Plan 1,False,Room_Type 1,20,Online,False,0,0,141.0,1,2018-06-18,Not_Canceled,2018-06-18,high
407,INN00408,2,1,1,3,Meal Plan 1,False,Room_Type 6,124,Online,False,0,0,156.61,2,2018-12-26,Canceled,2018-12-26,low
408,INN00409,3,0,0,3,Meal Plan 1,False,Room_Type 4,85,Online,False,0,0,152.1,0,2018-08-03,Canceled,2018-08-03,low
409,INN00410,2,0,0,1,Meal Plan 1,False,Room_Type 1,167,Online,False,0,0,105.3,0,2018-08-06,Canceled,2018-08-06,low
410,INN00411,2,0,1,3,Meal Plan 1,False,Room_Type 1,71,Online,False,0,0,119.85,1,2018-05-30,Not_Canceled,2018-05-30,high
411,INN00412,2,0,0,2,Meal Plan 1,False,Room_Type 1,48,Online,False,0,0,97.2,2,2018-11-04,Not_Canceled,2018-11-04,high
412,INN00413,1,0,0,1,Not Selected,False,Room_Type 1,37,Online,False,0,0,116.1,0,2018-05-13,Not_Canceled,2018-05-13,high
413,INN00414,3,0,2,2,Meal Plan 1,False,Room_Type 4,76,Online,False,0,0,150.45,0,2018-05-29,Canceled,2018-05-29,high
414,INN00415,1,0,0,1,Meal Plan 1,False,Room_Type 1,13,Offline,False,0,0,71.0,0,2018-01-20,Not_Canceled,2018-01-20,low
415,INN00416,1,0,1,0,Meal Plan 1,False,Room_Type 1,3,Complementary,False,0,0,0.0,0,2018-06-27,Not_Canceled,2018-06-27,high
416,INN00417,2,0,1,2,Meal Plan 1,False,Room_Type 4,75,Offline,False,0,0,60.0,0,2017-12-07,Not_Canceled,2017-12-07,low
