index,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,lead_time,average_price,special_requests,date_of_reservation,booking_status,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,market_segment_type_Other,room_type_Other,room_type_Room_Type 1,room_type_Room_Type 4,season_high,season_low,type_of_meal_Meal Plan 1,type_of_meal_Meal Plan 2,type_of_meal_Not Selected
261,2,0,1,1,4,67.5,0,2018-01-16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
262,2,0,1,3,25,78.54,1,2017-09-14,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
265,2,0,2,5,53,66.53,2,2017-09-02,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
269,2,0,0,2,122,85.0,0,2018-04-15,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
270,1,0,0,1,16,75.0,0,2018-03-11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
271,2,0,2,4,28,115.37,1,2018-08-28,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
272,2,0,1,2,161,130.0,0,2018-03-25,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
274,2,0,1,0,19,94.35,1,2018-06-12,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
275,3,0,2,4,109,118.46,4,2018-07-06,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
276,1,0,0,2,239,90.6,0,2018-06-15,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
277,1,0,2,1,33,82.9,2,2018-03-05,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
278,2,0,0,3,11,95.33,1,2017-08-18,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
279,3,0,2,5,40,135.64,1,2018-04-21,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
280,3,0,1,1,45,122.4,0,2018-06-18,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
281,2,0,1,3,41,116.1,0,2018-05-09,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
282,2,0,0,4,167,62.18,0,2018-06-28,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
283,2,0,0,4,62,63.75,0,2018-03-09,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
284,1,0,1,4,113,118.8,0,2018-09-07,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
285,2,0,0,2,1,167.0,0,2018-08-10,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
287,0,2,2,2,68,108.38,1,2018-04-24,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
290,2,0,1,3,80,80.33,1,2018-03-17,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
291,2,0,1,1,7,140.0,1,2018-08-22,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
292,2,1,1,1,128,76.5,2,2017-08-08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
293,2,0,2,1,100,105.3,1,2018-05-01,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
294,2,0,2,1,118,87.3,1,2018-04-03,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
296,1,0,0,1,41,83.0,0,2017-09-04,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
297,2,0,2,2,174,99.45,1,2018-08-13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
298,2,1,2,1,27,104.5,3,2017-12-27,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
301,1,0,0,2,188,130.0,0,2018-06-15,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
302,2,0,2,1,68,63.0,1,2018-01-02,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
304,2,0,1,0,10,103.0,0,2018-05-16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
305,3,0,2,1,19,130.0,1,2018-02-20,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
306,2,0,0,2,61,117.0,0,2018-03-23,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
307,2,0,0,4,95,60.5,0,2017-12-29,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
308,2,0,0,1,83,112.2,0,2017-09-30,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
309,2,0,1,3,37,135.9,0,2018-08-01,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
310,2,0,1,0,19,151.0,1,2018-07-25,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
312,2,0,2,1,22,59.09,0,2017-12-26,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
313,2,0,2,5,151,103.09,0,2018-07-09,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
314,2,0,2,1,26,87.0,0,2018-02-28,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
315,3,0,1,0,27,137.0,0,2018-04-17,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
316,2,0,0,2,79,109.0,0,2018-06-24,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
317,2,0,1,1,247,115.0,1,2018-06-06,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
318,2,0,2,3,189,99.45,1,2018-07-17,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
320,3,0,1,2,27,130.0,2,2018-02-22,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
321,1,0,1,0,51,65.0,0,2018-05-22,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
322,2,0,0,2,245,75.0,0,2018-06-17,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
323,2,1,1,2,52,132.9,0,2018-07-08,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
324,1,0,2,0,13,120.0,0,2017-10-18,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
326,3,0,2,1,84,159.3,0,2018-08-28,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
327,1,0,0,2,188,130.0,0,2018-06-15,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
328,2,0,0,3,19,90.0,0,2017-10-06,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
329,2,0,0,2,67,140.4,1,2018-05-27,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
330,2,0,0,1,0,75.0,0,2017-08-11,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
332,2,0,2,1,110,94.5,0,2017-07-25,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
333,1,0,0,1,0,75.0,0,2017-12-15,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
334,2,0,1,2,32,75.0,1,2017-10-23,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
337,2,0,1,1,175,85.5,1,2018-07-23,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
338,2,0,0,3,143,140.7,0,2018-08-18,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
339,2,0,2,2,127,103.7,1,2018-06-26,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
340,1,0,0,1,0,142.0,0,2017-09-08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
342,1,0,1,2,118,110.0,0,2018-06-06,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
344,3,0,1,1,69,137.7,0,2018-07-25,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
345,2,0,0,1,57,87.3,3,2018-09-07,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
347,2,0,0,2,39,101.5,0,2017-08-14,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
348,2,0,0,1,0,97.0,1,2018-02-24,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
349,3,0,1,1,89,150.3,1,2018-08-15,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
350,2,0,0,4,85,82.45,0,2018-03-29,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
351,1,0,0,1,4,103.0,1,2018-07-01,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
352,1,0,2,6,11,145.0,0,2018-07-05,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
353,1,0,1,1,12,145.0,1,2018-07-11,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
354,2,0,2,2,77,134.85,1,2018-05-14,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
356,1,0,2,1,1,60.0,0,2018-02-28,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
357,2,0,1,3,133,76.0,0,2018-06-13,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
358,2,0,1,2,3,63.5,1,2017-08-10,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
359,2,0,2,0,19,95.0,0,2018-09-18,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
360,2,0,2,2,86,90.95,3,2018-09-03,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
361,2,0,0,2,23,98.4,2,2017-10-16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
364,2,0,0,1,66,81.9,2,2017-11-19,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
365,3,0,1,4,50,78.85,1,2018-02-22,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
366,2,0,2,3,87,141.3,0,2018-06-26,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
367,2,0,1,1,159,70.0,1,2018-04-09,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
368,2,0,2,3,39,170.1,2,2018-08-13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
371,2,0,2,2,102,82.45,0,2018-07-10,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
377,1,0,0,1,0,65.0,0,2018-03-23,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
378,2,0,1,3,35,71.1,0,2018-03-03,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
379,2,0,2,1,17,95.0,0,2018-05-21,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
380,2,0,4,11,237,116.62,1,2018-09-13,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
381,2,0,0,4,125,136.0,2,2018-09-07,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
383,2,0,2,0,5,123.7,0,2018-09-18,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
384,2,0,2,1,91,135.9,0,2018-06-19,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
385,2,0,0,2,102,109.0,0,2017-10-16,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
389,1,0,0,3,11,65.0,0,2017-09-15,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
390,1,0,0,1,0,80.0,0,2018-02-19,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
391,2,1,1,4,86,73.83,0,2018-03-23,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
393,2,0,0,2,58,80.3,1,2018-03-04,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
394,2,0,2,1,54,85.0,0,2018-04-30,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
395,2,1,2,3,25,152.1,1,2018-07-23,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
396,2,0,0,2,107,89.25,1,2017-09-09,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
399,2,0,0,1,29,79.0,0,2018-03-18,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
400,2,0,0,1,221,80.0,0,2018-08-12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
402,2,0,1,2,198,90.0,0,2018-09-09,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
403,2,0,1,2,81,62.37,2,2018-01-29,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
404,2,0,0,1,23,98.0,0,2018-04-08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
405,2,0,0,3,26,117.67,1,2017-09-17,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
406,2,0,2,1,20,141.0,1,2018-06-18,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
408,3,0,0,3,85,152.1,0,2018-08-03,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
409,2,0,0,1,167,105.3,0,2018-08-06,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
410,2,0,1,3,71,119.85,1,2018-05-30,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
412,1,0,0,1,37,116.1,0,2018-05-13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
413,3,0,2,2,76,150.45,0,2018-05-29,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
414,1,0,0,1,13,71.0,0,2018-01-20,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
416,2,0,1,2,75,60.0,0,2017-12-07,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
417,1,0,0,1,5,89.0,1,2018-04-05,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
419,2,0,1,1,180,100.0,1,2018-05-02,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
421,2,0,1,2,224,65.0,0,2017-10-02,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
422,2,0,2,2,24,104.55,2,2018-05-29,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
425,1,0,0,1,1,115.0,0,2018-08-04,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
427,2,0,2,3,120,90.95,0,2018-04-08,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
429,2,0,2,4,224,97.18,1,2018-09-03,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
430,1,0,0,4,33,79.11,0,2017-10-21,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
432,2,0,0,1,22,120.0,1,2017-09-08,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
433,2,0,0,3,10,126.0,1,2017-10-20,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
434,2,0,0,2,15,91.0,1,2018-02-16,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
435,2,0,0,5,230,137.0,0,2018-09-06,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
436,2,0,0,4,54,67.32,0,2018-03-16,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
437,2,0,0,1,45,81.62,0,2017-10-23,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
439,2,0,2,1,166,94.5,1,2018-08-06,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
440,2,0,1,4,148,96.3,0,2018-08-22,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
441,2,0,2,1,136,88.01,1,2018-08-13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
442,2,0,1,3,37,81.9,2,2018-03-10,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
443,2,0,0,4,66,119.85,1,2018-05-11,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
444,1,0,0,1,11,83.5,0,2017-10-23,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
445,1,0,0,1,1,67.0,1,2018-04-01,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
446,2,0,2,2,7,156.0,1,2018-06-19,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
447,2,0,0,1,43,85.0,0,2017-10-13,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
448,2,0,3,5,5,126.75,0,2018-04-04,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
449,2,0,1,1,247,115.0,1,2018-06-06,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
453,2,0,0,1,56,120.0,0,2018-06-08,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
454,1,0,0,1,12,90.0,1,2018-06-08,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
455,2,0,0,5,230,137.0,1,2018-09-06,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
457,1,0,0,3,2,87.78,0,2018-05-31,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
458,2,0,0,2,74,101.5,0,2017-09-18,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
459,2,0,0,1,82,85.5,0,2018-06-23,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
461,2,0,2,2,147,103.7,2,2018-07-01,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
462,1,0,0,1,2,65.0,0,2017-08-26,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
463,2,0,2,6,166,100.12,0,2018-08-18,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
464,2,0,1,3,28,156.25,2,2018-04-11,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
466,2,0,1,3,54,161.1,0,2018-07-04,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
468,2,1,0,1,1,168.0,2,2018-06-18,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
469,2,0,2,1,0,58.0,0,2017-12-27,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
470,2,0,2,1,4,94.5,0,2017-08-08,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
471,2,0,0,4,60,96.3,1,2017-12-09,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
472,2,0,0,1,157,76.5,1,2017-08-14,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
473,2,0,2,3,268,78.0,0,2018-04-08,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
478,2,0,0,3,143,100.0,0,2018-08-25,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
480,1,0,0,2,188,130.0,0,2018-06-15,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
481,3,0,2,2,94,146.7,1,2018-07-08,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
482,1,0,0,2,32,73.0,0,2017-11-20,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
483,3,0,2,2,2,143.22,2,2018-04-01,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
484,2,0,0,3,70,89.25,1,2017-10-22,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
485,2,0,1,0,4,85.0,0,2018-09-19,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
487,2,2,0,1,16,83.03,0,2018-03-08,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
488,2,0,1,3,24,91.0,0,2018-02-11,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
489,2,0,2,2,78,80.75,1,2018-04-10,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
492,2,0,2,5,98,109.81,0,2018-04-30,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
495,1,0,2,1,1,60.0,0,2018-02-28,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
496,2,0,0,3,213,130.0,0,2018-06-07,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
497,1,0,1,1,5,95.0,1,2018-04-04,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
498,2,0,0,1,55,104.0,0,2018-04-06,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
499,2,0,0,3,139,62.0,1,2018-02-11,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
500,2,0,2,1,44,95.0,0,2018-04-23,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
501,1,0,2,1,18,145.0,1,2018-02-28,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
503,1,0,0,2,192,95.0,0,2018-06-24,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
504,2,0,2,4,152,80.75,0,2018-06-18,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
505,3,0,0,4,42,142.2,2,2018-08-30,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
507,2,0,2,3,69,90.95,1,2018-03-20,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
509,2,0,1,2,49,60.0,0,2017-11-09,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
510,1,0,0,3,143,90.0,0,2018-08-25,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
511,2,0,2,1,67,95.4,2,2017-12-05,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
514,2,0,0,1,55,104.0,0,2018-04-06,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
515,2,0,0,4,2,109.0,0,2018-08-03,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
516,2,0,2,4,99,93.78,1,2018-04-10,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
517,1,0,0,2,14,95.0,0,2017-10-14,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
